date_sql,currency_type,record_type,record_type,version,billing_document,billing_document_item,order_co,order_co_item,value_for_reporting
2023-12-01,10,F,F,,9224173932,000020,1084789266,,010
2023-12-01,10,F,F,,9223933771,000040,1082413632,,010
2023-12-01,10,F,F,,9224173932,000040,1084789267,,010
2023-12-01,10,B,B,,5010241326,000044,1081944768,,010
2023-12-01,10,F,F,,9224173932,000060,1084789268,,010
2023-12-01,10,F,F,,9302461281,000010,1074329931,,010
2023-12-01,10,F,F,,9224173281,000020,1084788052,,010
2023-12-01,10,B,B,,5010241326,000043,1081944767,,010
2023-12-01,10,F,F,,9224173281,000040,1084788054,,010
2023-12-01,10,F,F,,9302452160,000010,1073913077,,010
2023-12-01,10,F,F,,9224173281,000030,1084788053,,010
2023-12-01,10,B,B,,5010241326,000010,1081944734,,010
2023-12-01,10,F,F,,9224173281,000060,1084788055,,010
2023-12-01,10,F,F,,9302461282,000010,1074329932,,010
2023-12-01,10,F,F,,9224173281,000080,1084788056,,010
2023-12-01,10,B,B,,5010241326,000011,1081944735,,010
2023-12-01,10,F,F,,9224174216,000020,1084790492,,010
2023-12-01,10,F,F,,9302473203,000062,1077825525,,010
2023-12-01,10,F,F,,9224174216,000040,1084790493,,010
2023-12-01,10,B,B,,5010241326,000008,1081944732,,010
2023-12-01,10,B,B,,5010263310,000004,1084788718,,010
2023-12-01,10,F,F,,9302461280,000010,1074329930,,010
2023-12-01,10,B,B,,5010263310,000005,1084788719,,010
2023-12-01,10,B,B,,5010241326,000009,1081944733,,010
2023-12-01,10,F,F,,9224174236,000060,1084791043,,010
2023-12-01,10,F,F,,9302452160,000020,1073913078,,010
2023-12-01,10,F,F,,9224174236,000020,1084791041,,010
2023-12-01,10,B,B,,5010242395,000007,1081961774,,010
2023-12-01,10,F,F,,9224174236,000040,1084791042,,010
2023-12-01,10,F,F,,9302461929,000012,1074410029,,010
2023-12-01,10,B,B,,5010263323,000008,1084791342,,010
2023-12-01,10,B,B,,5010242395,000011,1081961778,,010
2023-12-01,10,B,B,,5010263323,000007,1084791341,,010
2023-12-01,10,F,F,,8201677121,000050,1084678768,,010
2023-12-01,10,B,B,,5010263323,000010,1084791344,,010
2023-12-01,10,B,B,,5010242395,000005,1081961772,,010
2023-12-01,10,B,B,,5010263323,000009,1084791343,,010
2023-12-01,10,F,F,,9302461929,000013,1074410030,,010
2023-12-01,10,F,F,,9224172382,000020,1084786055,,010
2023-12-01,10,B,B,,5010242395,000002,1081961769,,010
2023-12-01,10,F,F,,9224173367,000020,1084787737,,010
2023-12-01,10,F,F,,9302452160,000040,1073913080,,010
2023-12-01,10,F,F,,9224173367,000040,1084788399,,010
2023-12-01,10,B,B,,5010242395,000004,1081961771,,010
2023-12-01,10,F,F,,9224173367,000030,1084788398,,010
2023-12-01,10,B,B,,5010215368,000001,1074424715,,010
2023-12-01,10,F,F,,9224173367,000080,1084788401,,010
2023-12-01,10,B,B,,5010242395,000001,1081961768,,010
2023-12-01,10,F,F,,9224173367,000060,1084788400,,010
2023-12-01,10,F,F,,9302473203,000022,1077825521,,010
2023-12-01,10,B,B,,5010263327,000005,1084791993,,010
2023-12-01,10,B,B,,5010242395,000006,1081961773,,010
2023-12-01,10,B,B,,5010263327,000006,1084791994,,010
2023-12-01,10,B,B,,5010215337,000001,1074420174,,010
2023-12-01,10,B,B,,5010263327,000007,1084791995,,010
2023-12-01,10,B,B,,5010242395,000008,1081961775,,010
2023-12-01,10,B,B,,5010263327,000004,1084791992,,010
2023-12-01,10,F,F,,9302454376,000030,1074034267,,010
2023-12-01,10,F,F,,9224173963,000030,1084792585,,010
2023-12-01,10,B,B,,5010242395,000003,1081961770,,010
2023-12-01,10,F,F,,9224173963,000040,1084792586,,010
2023-12-01,10,F,F,,9302460827,000010,1074282355,,010
2023-12-01,10,F,F,,9224174445,000120,1084792320,,010
2023-12-01,10,B,B,,5010242395,000010,1081961777,,010
2023-12-01,10,F,F,,9224174445,000030,1084792315,,010
2023-12-01,10,F,F,,9302507313,000030,1084630029,,010
2023-12-01,10,F,F,,9224174445,000080,1084792318,,010
2023-12-01,10,B,B,,5010242395,000009,1081961776,,010
2023-12-01,10,F,F,,9224174445,000040,1084792316,,010
2023-12-01,10,F,F,,9302460830,000030,1074282399,,010
2023-12-01,10,F,F,,9224174445,000070,1084792317,,010
2023-12-01,10,B,B,,5010241326,000045,1081944769,,010
2023-12-01,10,F,F,,9224174445,000110,1084792319,,010
2023-12-01,10,F,F,,9302454376,000010,1074034265,,010
2023-12-01,10,F,F,,9224173923,000021,1084789235,,010
2023-12-01,10,B,B,,5010241326,000046,1081944770,,010
2023-12-01,10,F,F,,9224173924,000051,1084789241,,010
2023-12-01,10,F,F,,9302460829,000060,1074282397,,010
2023-12-01,10,F,F,,9224173923,000041,1084789236,,010
2023-12-01,10,B,B,,5010241326,000004,1081944728,,010
2023-12-01,10,F,F,,9224173924,000071,1084789242,,010
2023-12-01,10,F,F,,9302473203,000032,1077825522,,010
2023-12-01,10,F,F,,9224173924,000041,1084789240,,010
2023-12-01,10,B,B,,5010241326,000005,1081944729,,010
2023-12-01,10,F,F,,9224173923,000051,1084789237,,010
2023-12-01,10,F,F,,9302460829,000020,1074282394,,010
2023-12-01,10,F,F,,9224173923,000061,1084789238,,010
2023-12-01,10,B,B,,5010241326,000006,1081944730,,010
2023-12-01,10,F,F,,9224173924,000031,1084789239,,010
2023-12-01,10,F,F,,9302454376,000020,1074034266,,010
2023-12-01,10,F,F,,9224174214,000060,1084789815,,010
2023-12-01,10,B,B,,5010241326,000002,1081944726,,010
2023-12-01,10,F,F,,9224174214,000140,1084789820,,010
2023-12-01,10,F,F,,9302460829,000050,1074282396,,010
2023-12-01,10,F,F,,9224174214,000080,1084789816,,010
2023-12-01,10,B,B,,5010241326,000001,1081944725,,010
2023-12-01,10,F,F,,9224174214,000100,1084789817,,010
2023-12-01,10,F,F,,8201677128,000040,1084678783,,010
2023-12-01,10,F,F,,9224174214,000040,1084789814,,010
2023-12-01,10,B,B,,5010241326,000003,1081944727,,010
2023-12-01,10,F,F,,9224174214,000030,1084789813,,010
2023-12-01,10,F,F,,9302460828,000010,1074282393,,010
2023-12-01,10,F,F,,9224174214,000120,1084789819,,010
2023-12-01,10,B,B,,5010241326,000018,1081944742,,010
2023-12-01,10,F,F,,9224174214,000020,1084789812,,010
2023-12-01,10,F,F,,9302451674,000010,1073901339,,010
2023-12-01,10,F,F,,9224174214,000110,1084789818,,010
2023-12-01,10,B,B,,5010241326,000016,1081944740,,010
2023-12-01,10,F,F,,9224174070,000040,1084790109,,010
2023-12-01,10,F,F,,9302460829,000040,1074282395,,010
2023-12-01,10,F,F,,9224174070,000060,1084790111,,010
2023-12-01,10,B,B,,5010241326,000017,1081944741,,010
2023-12-01,10,F,F,,9224174070,000020,1084790108,,010
2023-12-01,10,F,F,,9302473205,000042,1077825529,,010
2023-12-01,10,F,F,,9224174070,000050,1084790110,,010
2023-12-01,10,B,B,,0101123808,,1081942021,,010
2023-12-01,10,F,F,,9224174125,000020,1084790186,,010
2023-12-01,10,F,F,,9302460829,000070,1074282398,,010
2023-12-01,10,F,F,,9224174125,000040,1084790188,,010
2023-12-01,10,F,F,,9302487645,000060,1081967732,,010
2023-12-01,10,F,F,,9224174125,000030,1084790187,,010
2023-12-01,10,F,F,,9302451674,000020,1073901340,,010
2023-12-01,10,F,F,,9224174125,000060,1084790189,,010
2023-12-01,10,F,F,,9302487644,000010,1081967723,,010
2023-12-01,10,F,F,,9224174126,000070,1084790194,,010
2023-12-01,10,F,F,,9302459596,000010,1074270561,,010
2023-12-01,10,F,F,,9224174126,000110,1084790197,,010
2023-12-01,10,F,F,,9302487645,000010,1081967727,,010
2023-12-01,10,F,F,,9224174126,000060,1084790193,,010
2023-12-01,10,B,B,,5010256560,000026,1084426376,,010
2023-12-01,10,F,F,,9224174126,000020,1084790190,,010
2023-12-01,10,F,F,,9302487645,000020,1081967728,,010
2023-12-01,10,F,F,,9224174126,000030,1084790191,,010
2023-12-01,10,F,F,,9302460166,000010,1074278030,,010
2023-12-01,10,F,F,,9224174126,000080,1084790195,,010
2023-12-01,10,F,F,,9302487644,000040,1081967726,,010
2023-12-01,10,F,F,,9224174126,000040,1084790192,,010
2023-12-01,10,F,F,,9302451674,000030,1073901341,,010
2023-12-01,10,F,F,,9224174126,000120,1084790198,,010
2023-12-01,10,F,F,,9302487644,000020,1081967724,,010
2023-12-01,10,F,F,,9224174126,000100,1084790196,,010
2023-12-01,10,F,F,,9302460510,000012,1074271362,,010
2023-12-01,10,F,F,,9224173781,000081,1084791657,,010
2023-12-01,10,F,F,,9302487645,000070,1081967733,,010
2023-12-01,10,F,F,,9224173781,000041,1084791654,,010
2023-12-01,10,F,F,,9302473202,000012,1077825520,,010
2023-12-01,10,F,F,,9224173780,000060,1084791652,,010
2023-12-01,10,F,F,,9302487645,000050,1081967731,,010
2023-12-01,10,F,F,,9224173780,000030,1084791650,,010
2023-12-01,10,F,F,,9302460510,000011,1074271361,,010
2023-12-01,10,F,F,,9224173781,000091,1084791658,,010
2023-12-01,10,F,F,,9302487645,000040,1081967730,,010
2023-12-01,10,F,F,,9224173780,000040,1084791651,,010
2023-12-01,10,B,B,,0103143218,,1074269124,,010
2023-12-01,10,F,F,,9224173780,000020,1084791649,,010
2023-12-01,10,F,F,,9302487645,000030,1081967729,,010
2023-12-01,10,F,F,,9224173781,000031,1084791653,,010
2023-12-01,10,F,F,,9302459794,000032,1074279716,,010
2023-12-01,10,F,F,,9224173781,000071,1084791656,,010
2023-12-01,10,F,F,,9302487644,000030,1081967725,,010
2023-12-01,10,F,F,,9224173781,000051,1084791655,,010
2023-12-01,10,F,F,,8201677143,000010,1084678818,,010
2023-12-01,10,F,F,,9224174506,000081,1084792060,,010
2023-12-01,10,B,B,,0103458937,,1081941960,,010
2023-12-01,10,F,F,,9224174506,000051,1084792058,,010
2023-12-01,10,F,F,,9302459794,000022,1074279715,,010
2023-12-01,10,F,F,,9224174506,000091,1084792061,,010
2023-12-01,10,B,B,,5010241326,000024,1081944748,,010
2023-12-01,10,F,F,,9224174505,000020,1084792053,,010
2023-12-01,10,F,F,,9302459799,000011,1074280448,,010
2023-12-01,10,F,F,,9224174505,000060,1084792056,,010
2023-12-01,10,B,B,,5010241326,000025,1081944749,,010
2023-12-01,10,F,F,,9224174506,000071,1084792059,,010
2023-12-01,10,F,F,,9302459794,000042,1074279717,,010
2023-12-01,10,F,F,,9224174505,000040,1084792055,,010
2023-12-01,10,B,B,,5010241326,000022,1081944746,,010
2023-12-01,10,F,F,,9224174505,000030,1084792054,,010
2023-12-01,10,F,F,,9302473205,000022,1077825527,,010
2023-12-01,10,F,F,,9224174505,000080,1084792057,,010
2023-12-01,10,B,B,,5010241326,000028,1081944752,,010
2023-12-01,10,F,F,,9224172395,000020,1084787927,,010
2023-12-01,10,F,F,,9302459794,000122,1074279725,,010
2023-12-01,10,F,F,,9224172395,000030,1084787928,,010
2023-12-01,10,B,B,,5010241326,000026,1081944750,,010
2023-12-01,10,F,F,,9224174252,000090,1084791101,,010
2023-12-01,10,F,F,,9302460800,000011,1074280449,,010
2023-12-01,10,F,F,,9224174252,000100,1084791102,,010
2023-12-01,10,B,B,,5010241326,000027,1081944751,,010
2023-12-01,10,B,B,,5010263327,000053,1084792481,,010
2023-12-01,10,F,F,,9302459794,000092,1074279722,,010
2023-12-01,10,B,B,,5010263327,000051,1084792479,,010
2023-12-01,10,B,B,,5010241326,000023,1081944747,,010
2023-12-01,10,B,B,,5010263327,000052,1084792480,,010
2023-12-01,10,F,F,,9302507218,000010,1084630715,,010
2023-12-01,10,F,F,,9224173014,000020,1084784624,,010
2023-12-01,10,B,B,,5010241326,000036,1081944760,,010
2023-12-01,10,F,F,,9224173014,000030,1084784625,,010
2023-12-01,10,F,F,,9302459794,000102,1074279723,,010
2023-12-01,10,F,F,,9224173014,000040,1084784626,,010
2023-12-01,10,B,B,,5010241326,000037,1081944761,,010
2023-12-01,10,B,B,,5010263354,000004,1084793200,,010
2023-12-01,10,B,B,,0103278333,,1074267330,,010
2023-12-01,10,B,B,,5010263354,000005,1084793201,,010
2023-12-01,10,B,B,,5010242334,000002,1081959082,,010
2023-12-01,10,F,F,,9224173208,000020,1084786539,,010
2023-12-01,10,F,F,,9302459794,000052,1074279718,,010
2023-12-01,10,F,F,,9224173208,000040,1084786541,,010
2023-12-01,10,B,B,,5010242334,000001,1081959081,,010
2023-12-01,10,F,F,,9224173208,000030,1084786540,,010
2023-12-01,10,F,F,,9302473203,000052,1077825524,,010
2023-12-01,10,F,F,,9224173208,000060,1084786542,,010
2023-12-01,10,B,B,,5010241326,000032,1081944756,,010
2023-12-01,10,F,F,,9224173208,000080,1084786543,,010
2023-12-01,10,F,F,,9302459794,000072,1074279720,,010
2023-12-01,10,B,B,,5010263310,000012,1084788726,,010
2023-12-01,10,B,B,,5010241326,000031,1081944755,,010
2023-12-01,10,B,B,,5010263310,000013,1084788727,,010
2023-12-01,10,B,B,,0103278332,,1074267327,,010
2023-12-01,10,B,B,,5010263326,000024,1084791967,,010
2023-12-01,10,B,B,,5010241326,000019,1081944743,,010
2023-12-01,10,B,B,,5010263326,000025,1084791968,,010
2023-12-01,10,F,F,,9302459793,000012,1074279714,,010
2023-12-01,10,B,B,,5010263326,000026,1084791969,,010
2023-12-01,10,B,B,,5010241326,000021,1081944745,,010
2023-12-01,10,F,F,,9224173144,000040,1084786778,,010
2023-12-01,10,F,F,,8201677132,000030,1084678794,,010
2023-12-01,10,F,F,,9224173144,000030,1084786777,,010
2023-12-01,10,B,B,,5010241326,000020,1081944744,,010
2023-12-01,10,F,F,,9224173144,000020,1084786776,,010
2023-12-01,10,F,F,,9302459794,000132,1074279726,,010
2023-12-01,10,F,F,,9224173144,000060,1084786779,,010
2023-12-01,10,B,B,,5010241326,000041,1081944765,,010
2023-12-01,10,F,F,,9224174219,000060,1084790519,,010
2023-12-01,10,F,F,,9302460812,000030,1074280518,,010
2023-12-01,10,F,F,,9224174219,000080,1084790520,,010
2023-12-01,10,B,B,,5010241326,000042,1081944766,,010
2023-12-01,10,F,F,,9224174219,000030,1084790517,,010
2023-12-01,10,F,F,,9302459794,000062,1074279719,,010
2023-12-01,10,F,F,,9224174219,000040,1084790518,,010
2023-12-01,10,B,B,,5010241326,000040,1081944764,,010
2023-12-01,10,F,F,,9224174219,000020,1084790516,,010
2023-12-01,10,F,F,,9302473204,000012,1077825526,,010
2023-12-01,10,B,B,,5010263306,000033,1084788644,,010
2023-12-01,10,B,B,,5010241326,000039,1081944763,,010
2023-12-01,10,B,B,,5010263306,000034,1084788645,,010
2023-12-01,10,F,F,,9302459794,000112,1074279724,,010
2023-12-01,10,B,B,,5010263306,000032,1084788643,,010
2023-12-01,10,F,F,,9302485813,000020,1081916614,,010
2023-12-01,10,B,B,,5010263306,000031,1084788642,,010
2023-12-01,10,F,F,,9302460812,000020,1074280517,,010
2023-12-01,10,F,F,,9224172750,000020,1084785409,,010
2023-12-01,10,F,F,,9302485813,000010,1081916613,,010
2023-12-01,10,F,F,,9224172750,000060,1084785411,,010
2023-12-01,10,F,F,,9302459794,000082,1074279721,,010
2023-12-01,10,F,F,,9224172750,000040,1084785410,,010
2023-12-01,10,F,F,,9302485813,000030,1081916615,,010
2023-12-01,10,F,F,,9224172750,000080,1084785412,,010
2023-12-01,10,F,F,,9119769691,000012,1083771563,,010
2023-12-01,10,F,F,,9224173049,000040,1084786193,,010
2023-12-01,10,F,F,,9302484959,000020,1081946755,,010
2023-12-01,10,F,F,,9224173049,000030,1084786192,,010
2023-12-01,10,F,F,,9302510014,000122,1084751667,,010
2023-12-01,10,F,F,,9224173052,000101,1084786642,,010
2023-12-01,10,F,F,,9302484959,000030,1081946756,,010
2023-12-01,10,F,F,,9224173052,000091,1084786641,,010
2023-12-01,10,F,F,,9302460812,000010,1074280516,,010
2023-12-01,10,F,F,,9224173052,000041,1084786197,,010
2023-12-01,10,F,F,,9302484959,000010,1081946754,,010
2023-12-01,10,B,B,,5010263359,000043,1084793332,,010
2023-12-01,10,F,F,,9302510014,000322,1084751687,,010
2023-12-01,10,F,F,,9224173049,000060,1084786194,,010
2023-12-01,10,B,B,,5010241326,000030,1081944754,,010
2023-12-01,10,F,F,,9224173049,000020,1084786191,,010
2023-12-01,10,B,B,,0100875586,,1077687564,,010
2023-12-01,10,B,B,,5010263359,000042,1084793331,,010
2023-12-01,10,B,B,,5010241326,000038,1081944762,,010
2023-12-01,10,F,F,,9224173052,000051,1084786638,,010
2023-12-01,10,F,F,,9302510014,000262,1084751681,,010
2023-12-01,10,B,B,,5010263359,000044,1084793333,,010
2023-12-01,10,B,B,,5010241326,000014,1081944738,,010
2023-12-01,10,F,F,,9224173052,000061,1084786639,,010
2023-12-01,10,F,F,,9302460813,000010,1074280519,,010
2023-12-01,10,F,F,,9224173052,000081,1084786640,,010
2023-12-01,10,B,B,,5010241326,000033,1081944757,,010
2023-12-01,10,F,F,,9224172374,000040,1084786018,,010
2023-12-01,10,F,F,,9302510014,000212,1084751676,,010
2023-12-01,10,F,F,,9224172372,000060,1084786012,,010
2023-12-01,10,B,B,,5010241326,000034,1081944758,,010
2023-12-01,10,F,F,,9224172374,000060,1084786019,,010
2023-12-01,10,F,F,,8201677123,000020,1084678771,,010
2023-12-01,10,F,F,,9224172372,000020,1084786009,,010
2023-12-01,10,B,B,,5010241326,000035,1081944759,,010
2023-12-01,10,F,F,,9224172374,000020,1084786016,,010
2023-12-01,10,F,F,,9302510014,000032,1084751107,,010
2023-12-01,10,F,F,,9224172374,000030,1084786017,,010
2023-12-01,10,F,F,,9302514182,000224,1084886065,,010
2023-12-01,10,F,F,,9224172372,000030,1084786010,,010
2023-12-01,10,F,F,,9302460813,000020,1074280520,,010
2023-12-01,10,F,F,,9224172372,000040,1084786011,,010
2023-12-01,10,F,F,,9302514184,000022,1084886344,,010
2023-12-01,10,F,F,,9224173115,000040,1084785806,,010
2023-12-01,10,F,F,,9302510014,000242,1084751679,,010
2023-12-01,10,F,F,,9224173115,000020,1084785805,,010
2023-12-01,10,F,F,,9302514182,000024,1084886045,,010
2023-12-01,10,F,F,,9224173115,000060,1084785807,,010
2023-12-01,10,F,F,,9302471299,000200,1077646117,,010
2023-12-01,10,F,F,,9224173929,000040,1084789261,,010
2023-12-01,10,F,F,,9302514182,000374,1084886300,,010
2023-12-01,10,F,F,,9224173929,000020,1084789260,,010
2023-12-01,10,F,F,,9302510014,000202,1084751675,,010
2023-12-01,10,F,F,,9224173557,000040,1084790307,,010
2023-12-01,10,F,F,,9302514182,000234,1084886066,,010
2023-12-01,10,F,F,,9224173557,000020,1084790306,,010
2023-12-01,10,F,F,,9302460813,000030,1074280521,,010
2023-12-01,10,B,B,,5010263339,000014,1084792902,,010
2023-12-01,10,F,F,,9302514182,000354,1084886298,,010
2023-12-01,10,F,F,,9224174020,000080,1084789057,,010
2023-12-01,10,F,F,,9302510014,000072,1084751662,,010
2023-12-01,10,F,F,,9224174020,000090,1084789498,,010
2023-12-01,10,F,F,,9302514177,000172,1084886022,,010
2023-12-01,10,B,B,,5010263299,000024,1084788229,,010
2023-12-01,10,F,F,,9302506567,000020,1084636836,,010
2023-12-01,10,F,F,,9224173330,000041,1084786499,,010
2023-12-01,10,F,F,,9302514182,000244,1084886067,,010
2023-12-01,10,F,F,,9224173365,000040,1084787729,,010
2023-12-01,10,F,F,,9302510014,000112,1084751666,,010
2023-12-01,10,F,F,,9224173330,000071,1084786501,,010
2023-12-01,10,F,F,,9302514177,000102,1084886015,,010
2023-12-01,10,F,F,,9224173365,000020,1084787727,,010
2023-12-01,10,B,B,,0100915836,,1074270090,,010
2023-12-01,10,F,F,,9224173330,000081,1084786502,,010
2023-12-01,10,F,F,,9302514177,000042,1084886009,,010
2023-12-01,10,F,F,,9224173330,000021,1084786497,,010
2023-12-01,10,F,F,,9302510014,000142,1084751669,,010
2023-12-01,10,F,F,,9224173365,000030,1084787728,,010
2023-12-01,10,F,F,,9302514177,000082,1084886013,,010
2023-12-01,10,F,F,,9224173330,000031,1084786498,,010
2023-12-01,10,F,F,,9302471299,000210,1077646118,,010
2023-12-01,10,F,F,,9224173330,000061,1084786500,,010
2023-12-01,10,F,F,,9302514182,000164,1084886059,,010
2023-12-01,10,F,F,,9224173365,000080,1084787731,,010
2023-12-01,10,F,F,,9302510014,000162,1084751671,,010
2023-12-01,10,F,F,,9224173365,000060,1084787730,,010
2023-12-01,10,F,F,,9302514177,000162,1084886021,,010
2023-12-01,10,F,F,,9224173221,000021,1084786596,,010
2023-12-01,10,B,B,,0100844877,,1074269173,,010
2023-12-01,10,F,F,,9224173221,000041,1084786597,,010
2023-12-01,10,F,F,,9302514177,000142,1084886019,,010
2023-12-01,10,F,F,,9224173221,000051,1084786598,,010
2023-12-01,10,F,F,,9302510014,000062,1084751661,,010
2023-12-01,10,F,F,,9224173221,000061,1084786599,,010
2023-12-01,10,F,F,,9302514177,000192,1084886024,,010
2023-12-01,10,B,B,,5010263327,000057,1084792485,,010
2023-12-01,10,F,F,,8201677119,000020,1084678754,,010
2023-12-01,10,B,B,,5010263327,000055,1084792483,,010
2023-12-01,10,F,F,,9302514177,000011,1084886005,,010
2023-12-01,10,B,B,,5010263327,000056,1084792484,,010
2023-12-01,10,F,F,,9302510014,000362,1084751691,,010
2023-12-01,10,B,B,,5010263327,000058,1084792486,,010
2023-12-01,10,F,F,,9302514177,000112,1084886016,,010
2023-12-01,10,F,F,,9224173140,000020,1084786763,,010
2023-12-01,10,B,B,,0103363046,,1074267329,,010
2023-12-01,10,F,F,,9224173140,000040,1084786764,,010
2023-12-01,10,F,F,,9302514177,000122,1084886017,,010
2023-12-01,10,F,F,,9224173140,000100,1084786767,,010
2023-12-01,10,F,F,,9302510014,000412,1084751696,,010
2023-12-01,10,F,F,,9224173140,000120,1084786768,,010
2023-12-01,10,F,F,,9302514182,000124,1084886055,,010
2023-12-01,10,F,F,,9224173140,000080,1084786766,,010
2023-12-01,10,F,F,,9302471298,000010,1077646113,,010
2023-12-01,10,F,F,,9224173140,000060,1084786765,,010
2023-12-01,10,F,F,,9302514182,000294,1084886072,,010
2023-12-01,10,F,F,,9224173029,000060,1084786113,,010
2023-12-01,10,F,F,,9302510014,000392,1084751694,,010
2023-12-01,10,F,F,,9224173029,000080,1084786115,,010
2023-12-01,10,F,F,,9302514182,000274,1084886070,,010
2023-12-01,10,F,F,,9224173029,000020,1084786110,,010
2023-12-01,10,B,B,,0103269880,,1074269105,,010
2023-12-01,10,F,F,,9224173029,000070,1084786114,,010
2023-12-01,10,F,F,,9302514182,000044,1084886047,,010
2023-12-01,10,F,F,,9224173029,000030,1084786111,,010
2023-12-01,10,F,F,,9302510014,000402,1084751695,,010
2023-12-01,10,F,F,,9224173029,000040,1084786112,,010
2023-12-01,10,F,F,,9302514177,000212,1084886026,,010
2023-12-01,10,F,F,,9224173411,000020,1084785303,,010
2023-12-01,10,B,B,,5010256560,000029,1084426379,,010
2023-12-01,10,F,F,,9224173411,000040,1084785305,,010
2023-12-01,10,F,F,,9302514177,000092,1084886014,,010
2023-12-01,10,F,F,,9224173411,000030,1084785304,,010
2023-12-01,10,F,F,,9302510014,000252,1084751680,,010
2023-12-01,10,F,F,,9224172762,000050,1084786234,,010
2023-12-01,10,F,F,,9302514177,000022,1084886007,,010
2023-12-01,10,F,F,,9224172762,000040,1084786233,,010
2023-12-01,10,F,F,,9302459797,000010,1074280444,,010
2023-12-01,10,F,F,,9224172762,000030,1084786232,,010
2023-12-01,10,F,F,,9302514182,000334,1084886076,,010
2023-12-01,10,F,F,,9224174513,000080,1084792111,,010
2023-12-01,10,F,F,,9302510014,000332,1084751688,,010
2023-12-01,10,F,F,,9224174513,000020,1084792106,,010
2023-12-01,10,F,F,,9302514182,000154,1084886058,,010
2023-12-01,10,F,F,,9224174513,000100,1084792112,,010
2023-12-01,10,F,F,,9302471298,000030,1077646114,,010
2023-12-01,10,F,F,,9224174513,000060,1084792109,,010
2023-12-01,10,F,F,,9302514182,000184,1084886061,,010
2023-12-01,10,F,F,,9224174513,000030,1084792107,,010
2023-12-01,10,F,F,,9302510014,000222,1084751677,,010
2023-12-01,10,F,F,,9224174513,000040,1084792108,,010
2023-12-01,10,F,F,,9302514177,000072,1084886012,,010
2023-12-01,10,F,F,,9224174513,000070,1084792110,,010
2023-12-01,10,F,F,,9302459798,000011,1074280445,,010
2023-12-01,10,F,F,,9224174119,000030,1084790160,,010
2023-12-01,10,F,F,,9302514182,000084,1084886051,,010
2023-12-01,10,F,F,,9224174119,000060,1084790162,,010
2023-12-01,10,F,F,,9302510014,000422,1084751697,,010
2023-12-01,10,F,F,,9224174119,000070,1084790163,,010
2023-12-01,10,F,F,,9302514182,000304,1084886073,,010
2023-12-01,10,F,F,,9224174119,000080,1084790164,,010
2023-12-01,10,F,F,,8201677141,000010,1084678816,,010
2023-12-01,10,F,F,,9224174119,000020,1084790159,,010
2023-12-01,10,F,F,,9302514182,000034,1084886046,,010
2023-12-01,10,F,F,,9224174119,000100,1084790165,,010
2023-12-01,10,F,F,,9302510014,000132,1084751668,,010
2023-12-01,10,F,F,,9224174119,000040,1084790161,,010
2023-12-01,10,F,F,,9302514182,000144,1084886057,,010
2023-12-01,10,F,F,,9224173741,000040,1084789693,,010
2023-12-01,10,B,B,,0103365601,,1074267331,,010
2023-12-01,10,F,F,,9224173743,000040,1084789708,,010
2023-12-01,10,F,F,,9302514182,000104,1084886053,,010
2023-12-01,10,F,F,,9224173741,000020,1084789691,,010
2023-12-01,10,F,F,,9302510014,000342,1084751689,,010
2023-12-01,10,F,F,,9224173743,000020,1084789706,,010
2023-12-01,10,F,F,,9302514184,000032,1084886345,,010
2023-12-01,10,F,F,,9224173741,000120,1084789698,,010
2023-12-01,10,F,F,,9302471299,000140,1077646115,,010
2023-12-01,10,F,F,,9224173741,000100,1084789697,,010
2023-12-01,10,F,F,,9302514177,000052,1084886010,,010
2023-12-01,10,F,F,,9224173741,000060,1084789694,,010
2023-12-01,10,F,F,,9302510014,000292,1084751684,,010
2023-12-01,10,F,F,,9224173741,000080,1084789696,,010
2023-12-01,10,F,F,,9302514182,000214,1084886064,,010
2023-12-01,10,F,F,,9224173741,000030,1084789692,,010
2023-12-01,10,F,F,,9302482988,000151,1080163878,,010
2023-12-01,10,F,F,,9224173743,000030,1084789707,,010
2023-12-01,10,F,F,,9302514182,000114,1084886054,,010
2023-12-01,10,F,F,,9224173741,000070,1084789695,,010
2023-12-01,10,F,F,,9302510014,000192,1084751674,,010
2023-12-01,10,B,B,,5010263299,000034,1084788239,,010
2023-12-01,10,F,F,,9302514177,000012,1084886006,,010
2023-12-01,10,B,B,,5010263299,000035,1084788240,,010
2023-12-01,10,F,F,,9302507231,000030,1084634097,,010
2023-12-01,10,B,B,,5010263315,000006,1084789150,,010
2023-12-01,10,F,F,,9302514182,000254,1084886068,,010
2023-12-01,10,B,B,,5010263315,000004,1084789148,,010
2023-12-01,10,F,F,,9302510014,000372,1084751692,,010
2023-12-01,10,B,B,,5010263315,000005,1084789149,,010
2023-12-01,10,F,F,,9302514177,000242,1084886029,,010
2023-12-01,10,F,F,,9224173774,000061,1084791630,,010
2023-12-01,10,F,F,,9302482988,000131,1080163877,,010
2023-12-01,10,F,F,,9224173774,000021,1084791627,,010
2023-12-01,10,F,F,,9302514182,000094,1084886052,,010
2023-12-01,10,F,F,,9224173774,000031,1084791628,,010
2023-12-01,10,F,F,,9302510014,000042,1084751658,,010
2023-12-01,10,F,F,,9224173774,000041,1084791629,,010
2023-12-01,10,F,F,,9302514182,000013,1084886043,,010
2023-12-01,10,F,F,,9224173181,000040,1084787356,,010
